HOSPITAL NAME,Address,CITY
Samarth Hospital,"Shantai City Centre, Near Nagar Parishad, Talegaon Dabhade",Pune
Sancheti Institute For Orthopaedics & Rehabilitation,"16,Thube Park ShivajiNagar",Pune
Sant Tukaram Maharj Multispeciality Hospital,"SR.No:128, Malwadi, Dehugaon, Near Krushnakunj Society, Pune",Pune
Sarvadnya Multispeciality Hospital,"Sable Heights ,Gate No-284, Bhartmata Chowk, Dehu Road, Moshi, Pune",Pune
Sayali Nursing Home,"NDA Road, Near Uttamnagar Telephone Exchange,Kondhwade Dhawade, Uttamnagar",Pune
Seva Hospital,"Priyadarshaninagar,Old Sangvi,Pune",Pune
Sevadham Hospital,"Samsan Nagar, Talegaon Station",Pune
Shaishav Childrens Hospital And Research Centre Pvt Ltd,"695, A, Sadashiv Peth, Budhi Vikash Building, Opp.",Pune
Shashwat Hospital Shashwat Health Services Pvt Ltd,"22, Happy Colony, Kothrud",Pune
Shivam Multispeciality & Accident Care Centre Pvt Ltd,"Near DSK Dream City, Opp. Manali Resort, Next to Loni Kalbhor Toll Naka, Pune Solapur Highway, Fursungi, Pune",Pune
Shivkrupa Multispeciality Hospital,"Chatrapati Shivaji Chowk, Near Bus Stand, Dehu Alandi Road, Chikhali",Pune
Shree Balaji Eye Hospital,114 Adinath Soc- Pune-Satara Road,Pune
Shree Hospital,Sidharth Mension Opp Agakhan Palce Nagar road Yerawada,Pune
Shree Hospital Criticare & Trauma Center Pvt Ltd,"S.No.7/3/B, Gulmohar Society, Kharadi",Pune
Shree Minerva Hospital And Research Centre,"NDA Road, 13/1, Ingale Colony, Shivane, Pune",Pune
Shree Multispeciality And Icu,"Gat No 284, Dehuroad, Moshi, Tal Haveli, Dist Pune",Pune
Shree Samarth Hospital,"227, Rasta Peth, Omkar Apartment, Pune",Pune
Shreekalyani Nursing Home,"S. No. 281, Opp. Khalsa Dairy, Lohagaon-Dhanori Road, Lohagaon",Pune
Shri Nageshwar Surgical And General Hospital,"Office no-103,105-109, Deep Rachana Complex, Near New PCMC School, Moshi Chowk, Moshi, Pune, Markal, Khed",Pune
Shwas Multispeciality Hospital,"A/P Chakan Meelan Karwadi Balajinagar Above Ratnakar Bank Mega Center Complex, Medankarwadi,Tal Khed",Pune
Silver Birch Multispeciality Hospital,"S.No.74/6, Near Maruti Mandir Last Bus Stop, Raykarmala, Dhayri, Pune",Pune
Sparsh Hospital,"Sr No 353, Emerald Building, Parandwadi Road, Somatane Phata, Maval, Pune",Pune
Sudarshan Eye Hospital,"M. No. 2507, Bramhan Ali, Manik Chowk, Chakan , Khed.",Pune
Surya Hospital,"Om Sai Market, B Wing, Sector 20, Krishnanagar Chowk, Akurdi Chikhli Road, Chinchwad, Pune",Pune
Surya Mother And Child Superspeciality Hospital,"Sr No 8, Devi Yash, Near Wakad Octroi Naka,Hinjewadi Fly Bridge, Wakad",Pune
Surya Sahyadri Hospital,1317 Kasba Peth Agarwale Road,Pune
Unicare Hospital,"Dehu Alandi Road, Near Jain Mandir, Dehu, Pune",Pune
Unicare Hospital,Chakan Talegaon road Nanekarwadi Chakan Tal- Khed,Pune
Ushakiran General Hospital,"S.No. 229/1st, Kamdhenu Estate, Hadapsar",Pune
Varad Hospital & Critical Care,"Shakuntal, Maalwale Nagar no. 2, Kiwale-nigdi BRT road, Kiwale, PCMC PUNE , Ravet , Haveli , Maharashtra",Pune
Vatsalya Hospital,"khinvsara trade centre, 1st and 2nd floor, datta mandir rd, wakad , Thergaon , Pune City , Maharashtra",Pune
Vatsalya Mother And Child Care Hospital,"Vatsalya Hights, Near Shivaji Chowk, Landewadi, Bhosari",Pune
Vedant Multispeciality Hospital,"GP/83, G Block, Opp. to Rotary Club, MIDC, Chinchwad, Pune",Pune
Vighnaharta Hospital (unit Of Nirvighnam Healthcare & Research Centre),"Plot no 5, Mahesh Society Chowk, Opposite Petrol Pump, Bibwewadi, Pune",Pune
Vimal Multispeciality Hospital And Research Center,"Suyal Palace, S. No. 281, No 3/5, Lohgaon, Pune",Pune
Vinod Memorial Multispeciality Hospital,"CTS No 28, S No 113 Alandi Road Vishrantwadi",Pune
Vishwaraj Hospital,"Pune- Solapur Road, Near Loni Railway Station, Rajbaug, Loni Kalbhor, Pune",Pune
Vital Multispeciality Hospital,"Plot No 127, CTS No 6392, Udyam Nagar,Near Anna Saheb MagarStadium, New Telco Road, Pimpri",Pune
Wachasunder Hospital,"161-A, Modibaug, Shivasagar Housing Society, Ganehskhind road, Shivajinagar",Pune
Yash Hospital,"Sr.No. 168/10+11, Behind Sadhana girls high school, Keshav chowk, D.P. Road, Malwadi, Sadesatara Nali, Hadapsar",Pune
Yashorahi Multispeciality Hospital,"NDA Road, Shivane, Pune",Pune
Aadhar Multispeciality Hospital & Icu,"1st Floor, Gurusharnam Complex, Vishrali Naka, Market Yard Road, Old Panvel",Mumbai
Aakanksha Maternity & Nursing Home,"301/401/501, Navkar Bhavan, CTS 2532/1, Near Ram Mandir,Road No.7, Daulat Nagar, Borivali (E), Mumbai",Mumbai
Aarav Eye Care And Retina Centre,"No 5 And 14 Bhairav Residency, Kanakia Road, Near Cinemax Theatre , Mira Road East, Thane",Mumbai
Aarogya Multispeciality Hospital And Trauma Center,"Herambh Heights, Old Mumbai Pune Highway, Kharegaon Naka, Kalwa",Mumbai
Aarogyadhan Hospital,"Rajdhani Apartment, Kishan Nagar Road 2, Wagle Estate, Thane (W)",Mumbai
Aarogyam Multispeciality Hospital,"Renuka Apt Opp Mangala High School, Near Thane railway Station Kopari (E)",Mumbai
Aarogyam Multispeciality Hospital & Icu,Shripat Smruti Bulding 1st Floor star Colony In front of bank of baroda Dombivali (E),Mumbai
Aarush Ivf And Endoscopy Centre,"Prathmesh Harmony, Gautam Buddha lane, Opp Orlem Church, Off Marve Road, Malad west, Mumbai",Mumbai
Aashapuri Hospital,"A-101 To 104, Chamunda Apartment, Sangodkar Nagar, Ravalpada, Off.Western Express Highway, Dahisar (E) Mumbai",Mumbai
Aashirwad Hospital,"pune link road ,tisgoan,kalyan",Mumbai
Aastha Health Care,"Mulund Colony, Off LBS Rd, Opp Chheda Petrol Pump",Mumbai
Aastha Hospital,"65, Balasinor Society, S.V.Road, Opp Fire Brigade, Kandivali W",Mumbai
Aastha Maternity And Nursing Home,"101, 1st Floor, Bhoomi Residency, Vaishat Pada-2, Kurar Village, Malad (E), Mumbai",Mumbai
Aastha Nursing Home,"10, Narsimha Niwas, 2nd Floor, Near Daud Baug, 126 JP Road, above Punjabi Ghasitaram Halwai, Andheri West , Mumbai",Mumbai
Aayush Hospital,"Bldg No. E-2, 2nd & 3rd Floor, Radha Nagar Shopping Complex, Radha Nagar, Opposite Police Chowki, Khadakpada, Kalyan (W)",Mumbai
Aayush Multispecialty Hospital & Advanced Laparoscopy Centre,"1st Floor, Marigold Apt. Opp Nitin Co & Honda Showroom, Panchpakhadi, Thane (W)",Mumbai
Abhinav Maternity & Nursing Home,"A-01, Ground Floor, Chawre Arcade, Station Road, Nalasopara (W), Palghar",Mumbai
Abhishek Nursing Home,"Jagriti CHS, Nr Maratha Mandir Co-op Bank, Bhatwadi",Mumbai
Abhyuday Maternity Home,"Prerna Building No.1, Opposite Octroi Naka, Virat Nagar, Virar (W), Palghar",Mumbai
A-care Orthopedic & General Hospital,"G-1,Giriraj Tower,Sai Baba Nagar,Opp.Indian Oil Petrol Pump,Bhayander Mira Road Highway,Mira-road(E).",Mumbai
Acharya Shri Nanesh Hospital,"Plot No 34 37, Sector 8A, Artist Colony, CBD Belapur",Mumbai
ACME Hospital,"3RD AND 4TH FLOOR, SIGNATURE BUSINESS PARK, POSTAL COLONY, NEAR MONO RAIL STATION, CHEMBUR",Mumbai
Aditi Hospital,"1st Floor, Param Ratan, Opp. Post Office, Jakeria",Mumbai
Aditi Hospital,"185 - R, Alhad, P.K Road, Above Corporation Bank Mulund (W)",Mumbai
Aditya Nursing Home,"Plot No.27, Kansai Section, Near Gajanand Maharaj Mandir, Ambernath",Mumbai
Adityavardhan Hospital,"Sadichha Tower, 1st Floor, Old Bombay Agra Road, Next to Royal, Thane",Mumbai
Advanced Eye Hospital & Institute,30 the abbaires Sector 17 palm beach road sanpada,Mumbai
Advanced Orthopaedic & Joint Replacement Centre,"Pasaydan,near TMC Building,Panch Pakhadi,Thane(W)",Mumbai
Aggarwal Eye Hospital,"102/5, Ketayun Mansion, Shahaji Raje Marg, Above T",Mumbai
Agrawal Eye Hospital,"1st floor, maharaja apt, Malad (W), S V Road, opp. malad telephone exchange",Mumbai
All Cure Super Speciality Hospital,"1st Floor, Near State Bank of India, Kesar Plaza, Caves Road, Station Road, Jogeshwari (E)",Mumbai
All For Eyes Eye Hospital,"B2/18/1, Sector 16, Vashi, Navi Mumbai",Mumbai
Am Pm 24 Hrs Hospital,"2nd Floor, Om Supreme, Near D Mart, Above Dominos, Old Bail Bazar, Opp Hp Petrol Pump, Kalyan(W)",Mumbai
Amey Multispeciality Hospital,"1st Floor,Skylon Building, Chakki Naka, Netavali Village, Kalyan (E), Thane",Mumbai
Amrut Hospital & Endoscopy Clinic,"Dr Rajendra Prasad Road, Tilak Nagar",Mumbai
Amruta Nursing Home,"206/ 207, Landmark Arcade, Louiswadi Service road, Thane (W)",Mumbai
Anand Maternity And Nursing Home,"135 new Link Road, Near Sharda Gram, Dahisar Subway, Dahisar (E)",Mumbai
Anand Netralaya,"Office No. 2, Charbhuja Apartment, Opposite disha hotel, Kharodi Naka, Bolinj, Virar (W), Palghar",Mumbai
Ananda Hospital,"1st & 2nd Floor, Krimson Amboli Park Bldg, Next to Corporation bank, Andheri (W)",Mumbai
Anideep Eye Hospital And Institite Pvt Ltd,"Plot no. 414, Next to Golden Tobacco Compound,",Mumbai
Anil Eye,"The signature, Ganesh Mandir Road , opp Dedhia Bhavan Dombivli ( East )",Mumbai
Anish Hospital,3/4 Grd Floor Piyush Co Op Hsg Pandurang Wadi 1st Lan Manpada Road Dombivali (E),Mumbai
Ankur Multispeciality Hospital,"Patel Plaza, Ground floor, Near Ajit Scan Center, Kalyan (W)",Mumbai
Ankur Paediatric Hospital & Nicu,"#204, Thakur Tower, Raja CS Marg, Virar (W), Thane",Mumbai
Ansh Hospital,"Shop No1T07,1 St Floor,Visheshwar Tower, Annapurna Estate Indralok Phase-10, A-Wing, Navghar, Bhaiandar(East)",Mumbai
Anu Nursing Home,"1St Floor,Royal Residency Park,Next To Commissioner Bunglow, Santoshi Mata Road Nsyndicate Kalyan West Thane.",Mumbai
Apex Hospital,"Janki Smruti Building, Gupte Road, Dombivali W, Thane",Mumbai
Apex Hospital,Shiv Tirtha Apartment parnaka Kalyan,Mumbai
Apex Hospitals,"Vaishali Heights, Near Standard Chartered & Thane Sahakari Bank, Chandavakar, Borivali (W)",Mumbai
Apex Hospitals Mulund,"Veena Nagar Phase -II, Near swapna nagari, Model town and tulsi pipe line, mumbai",Mumbai
Apex Kidney Care,101 Eden Rose Complex Beverly Park Opp Cinemax Prime Multiplex Mira Road (E),Mumbai
Apex Kidney Care,Gaurav Plaza Annex 1st Floor RRT Road Mulund (W),Mumbai
Apex Kidney Care,C/o Sushrut Hospital Swastik Park 2nd Floor 365 Chembur ( E ),Mumbai
Apex Multispeciality Hospital,"1st Floor, Krishna Aracade, Plot No, 3, Sector 11, Taloja, Navi Mumbai",Mumbai
Apex Multispeciality Hospitals,"Off Western Express Highway, Dattapada Road, Next to Susawat Restaurent , Borivali East - 400066",Mumbai
Apex Superspeciality Hospitals Pvt Ltd,"Babhai Naka, L T Road, Besides Punjab and Sindh Bank Opp Damodar Chemist, Near Babhai Fish Market, Borivali (W)",Mumbai
Apollo Childrens Hospital,"Jay-Vijay Nagar, Opp Saraswat Bank, 100 ft link Road, Nalasopara (E)",Mumbai
Apollo Hospital Enterprise Limited,"Plot no.13, Parshik Hill Road, Off uran Road, Sector 23, Opp Nerul Wonders Park",Mumbai
Apollo Spectra Hospitals A Unit Of Apollo Specialty Hospitals Pvt Ltd,"156 Famous Lab, M M Malviya Road Behind Everest Bldg,Tardeo",Mumbai
Apollo Spectra Hospitals A Unit Of Apollo Specialty Hospitals Pvt Ltd,Near Sunder Baug Opp Panal Bus Depot Borla Village,Mumbai
Apple Hospital,"Shree Gurudutta Complex Co-op Society, Plot NO.44,45 and 46 , Sector 8, Airoli",Mumbai
Apple Hospital,GROUND FLOOR SANVI CHS GHANSHAM GUPTE RD DOMBIVLI WEST,Mumbai
Apple Hospital Nx,SPECIA ARACDE 1ST AND 2ND FLOOR ABOVE TIP TOP PLAZA DOMBIVLI EAST,Mumbai
Arihant Eye Care Hospital,"B - 104, Gomti Apts, Above Mandpeshwar Hospital, Borivali (W)",Mumbai
Arogyadham Multispecilaity Hospital,"Ground Floor, Janki Tower, Mumbai Pune Road, Kalwa(W)",Mumbai
Arth Hospital,"Rashmi Villa No.1, Near Agarwal Circle, Vasai-Nallasopara Link Road, Vasai (E)",Mumbai
Aryan Child Care And Nursing Home,"RNA Complex, Borad Way Avenue, Near Jagged Circle, Next to Jammu Kashmir Bank, Mira Road East.",Mumbai
Aryan Eye Clinic & Day-care Surgery Centre,"202, Vinita Aptt, Nr Malhar Theatre, Nr Vodafone Office, Gokhale Road, Naupada, Thane",Mumbai
Asha Hospital,"1st Floor, Rajlaxmi Complex, Thane Bhiwandi Road, Opp Jai Mata Di Compound, Kalher",Mumbai
Asha Hospital & Iccu,"101 to 103, Ground Floor, A Wing, Asiatic Society, Plot No. 134, Near Sahakar Bazaar, Sector 4, Airoli",Mumbai
Asha Multispeciality Hospital,"Plot No. 10, Sector -16, Near D-Mart , Roadpali Kalamboli -Panvel",Mumbai
Ashirwad Critical Care Unit & Multispeciality Hospital,"1st floor Meghdoot apartment, Opposite Kaidas Auditorium, Junction of PK Road and Ambedkar Road Mulund West 400080",Mumbai
Ashirwad Critical Care Unit And Multispeciality Hospital,"Tilok Heights, 1st and 2nd floor, Above kotak Mahindra Bank, L. T. Road, Mulund (E), Mumbai",Mumbai
Ashirwad Heart Hospital,"1, Vivke, Tilak Road",Mumbai
Ashirwad Maternity & General Hosital,"Samir Apartment, Sector K-7, (A), Jesal Park, Bhayander (E)",Mumbai
Ashirwad Maternity & Nursing Home,"E-5, HIGHLAND PARK, GGS ROAD, MULUND COLONY, MULUND (w), MUMBAI-400082",Mumbai
Ashirwad Nursing Home,Rajgir sadan ground Floor laxmi bag Opp Sion railway St. Sion W,Mumbai
Ashirwad Nursing Home,"C Wing, Seema Complex, Tulinj Road, Moregaon Talao",Mumbai
Ashok One Hospital,"Sadguru Heights -1, Ashok One Dahisar East, Above TJSB Bank, Dahisar (E)",Mumbai
Ashtavinayak Hospital,"Plot - 10, Sector 6, Khanda colony, opp khandeshwar lake",Mumbai
Ashwini Hospital,"Arm, Arcade, Sector-7, Nerar Kendriya Vihar Kharghar Navi Mumbai , Kharghar , Panvel",Mumbai
Ashwini Hospital & Iccu,"Lalan Building (Annexe), 1st Floor, P. K. Road, Mulund (W)",Mumbai
Asian Eye Institite And Laser Center,"Puspa Plaza, First floor, Above Snehanjali electronics, Opp Raliways Station , Virar East",Mumbai
Asian Eye Institute & Laser Centre Pvt Ltd,"101, Satya Narayan Apt, Opp. G H School, Opp MG Road",Mumbai
Asian Institute Of Medical Science,"Plot no. 72 milap nagar, MIDC Dombivli, Milap nagar",Mumbai
Atharva Hospital,"1 Floor Saiprasad Bldg, Namdev Koli Marg",Mumbai
Avadhoot Hospital & Iccu,"Plot No.29, Sec-19, Navi Mumbai",Mumbai
Axon Hospital,"A-Wing, 5th Floor, Pranik Chembers, Sakinaka Junction, Andheri (E)",Mumbai
B & J Multispeciality Hospital And Research Center,"Mhalsa Residency, Plot No. 6, Sector 36, Above state bank of india, Kamothe",Mumbai
Badar Multispeciality Hospital,"339, Nesco House, Nawayat Nagar, Near Burhan Chowk, Nalasopara (W, Palghar",Mumbai
Badwaik Maternity General Hospital,"LBS Marg, Jain mandir , Bhandup (west)",Mumbai
Balajee Hospital,"Shah Arcade 3, Rani Sati Marg, Near Passport Office, Malad (E), Mumbai",Mumbai
Balaji Ent & Eye Hospital,"Bhagwatiashish appt, 1st floor, Murbad road ,Sindhigate, Near Janata bank Kalyan west",Mumbai
Balaji Heart Hospital And Diagnostic Centre Pvt Ltd,"Victoria Road, Cross Lane III, Byculla (E), Mumbai",Mumbai
Balaji Hospital,"Ground floor, Shop No 1, Plot No 84, Sector 5, Near Canara bank, Ulwe, Raigad",Mumbai
Balaji Hospital,"Sai Dham Apt, First Floor, Katemanavali, Near Ideal English School, Kalyan(E)",Mumbai
Balaji Hospital,"Sonam Ekata tower 1st Floor, Golden Nest Phase VI, Mira-Bhayandar Rd",Mumbai
Bethany Hospital,"Lok Upvan Phase II, Smt. Gladys Alvares Marg opp MA Niketan",Mumbai
Bhagat Nursing Home Conducted By Sun Superspeciality Hospital,"Ganesh Nivas, 2nd Floor, Pai Nagar, Ganjawala Lane, Borivali(W)",Mumbai
Bhagwati Healthcare Private Limited,"Plot No.2, Rameshwadi Badlapur (W)",Mumbai
Bhakti Vedanta Hospital,"Shristi Complex, Bhakti Vedanta Swami Marg, Near Dalmia School & Royal College,",Mumbai
Bhalanetra Superspeciality Eye Hospital,"Commercial Unit 5-8, Sachdeva Complex, Jangal Mangal Road, Opp Old Post Office, Bhandup (W), Thane",Mumbai
Bhandup Criticare Hospital,"1St Floor, Sahjeevan Heights, Near Kokan Nagar Bus Stop, Beside Dmk Jaoli Bank, Kokan Ngr , Bhandup West , Mumbai",Mumbai
Bhanu Jyot Hospital Pvt Ltd,"Khushi Heights, 1st Floor,Pune Link Road, Opp, Nitinraj Hotel, Katemanivali, Kalyan (E), Thane",Mumbai
Bhavsar Nursing Home & Iccu,"Shop No 27/ 31, Ground Floor, Sky City Retail , Lake Road, Opp Bhandup Police Station, Bhandup (W)",Mumbai
Bijankur Multispeciality Hospital,"Near Anand Park, Navare Nagar Road, Ambernath ( E )",Mumbai
Bilal Hospital & Icu,"First floor, A Wing, Royal Garden, Shimla Park, Kausa Mumbra Thane",Mumbai
Bombay Hospital & Medical Research Centre,12 Marine Lines,Mumbai
Cardinal Gracias Memorial Hospital Trust (dir Mailer),Bangali Naka Chandur P O Vasai West Dist Thane,Mumbai
Care Hospital,"1st Floor, A Wing, Annur Chs Ltd, Mhada Malwani, Malad West, Mumbai",Mumbai
Care Point Hospital,"Plot No 45 Sector-29 Dronagiri Node, Uran, Navi Mumbai",Mumbai
Cellcure Cancer Centre Pvt Ltd,"S S House, 1st floor, Nehru Road, Vile Parle East. Mumbai 400057",Mumbai
Cellcure Cancer Centre Pvt Ltd,"8th Floor, Silverpoint, Opp Sukhshanti Hospital, LBS Marg, Ghatkopar West. Mumbai 400086",Mumbai
Cellcure Cancer Centre Pvt Ltd/ Mumbai Oncocare Centre Vile Parle,"A-4-5-6, Majatha Apartments, 2nd Floor, Gods Gifts Premises, S.V. Road",Mumbai
Cellcure Cancer Centre Pvt Ltd/ Mumbai Oncocare Centre Vile Parle,"2nd Floor Majithia Apartment, God’s Gift Premises, S.V. Road, Vile Parle W, Mumbai-400056",Mumbai
Chandraganga Spandan Hospital,"Chandraganga Apartments, VB Phadke Marg, Near Subway, Mulund (E) , Mumbai",Mumbai
Chirayu Children Hospital,"4th Floor, Neel Enclave Sector-9, Khanda Colony",Mumbai
Chirayu Medical Foundation,"Ground Floor, Vimal Deeep ,Sarvoday paradies, Behind Balaji Hospital, Mira Bhayander Road",Mumbai
City Criti Care Hospital,"First Floor, Subham Apartment, Above Bata Showroom, near Commissnor Bunglow, Kalyan West",Mumbai
Cloudnine (kids Clinic India Pvt Ltd),"Siddhachal building, Link Road, Malad(W)",Mumbai
Cloudnine Hospitals (kids Clinic India Pvt Ltd),"Plot no 17, Sector -19D, Palm Beach Galleria Mall, Vashi, Navi Mumbai",Mumbai
Contacare Eye Hospital,"Ground Floor, Behind Reliance Trendz, Neptune Uptown Building, Opp Mulund Post Office , Netaji subhashchandra Road, Mulund (W)",Mumbai
Contacare Eye Hospital,"Mahavir Ratan Building, Plot no 13, Sec 12, Vashi, Navi Mumbai",Mumbai
Contacare Eye Hospital,"Jaykul Arcade, Above Raymond Showroom, Second Floor, Dombivali (E), Thane",Mumbai
Contacare Eye Hospital,"Hariniwas Circle, Next to Giriraj Heights, LBS Road, Naupada, Thane",Mumbai
Contacare Eye Hospital,"Ambrosia Building, DeviPada, Western Express Highway , Near Magathane Bus Depot, Borivali (E), Mumbai",Mumbai
Criti Care Iccu Multispeciality & Trauma Centre,Plot No 2A Swami Sainath Complax Sector 16 Airoli New Mumbai,Mumbai
Criticare Asia Hospital,"Kohinoor City, Kirol Road, off LBS Marg,Kurla (west)",Mumbai
Criticare Lifeline Hospital,"Sector-19, Plot No-85, Near White Flag Building, Kamothe, Navi Mumbai",Mumbai
Criticare Multi Speciality Hospital & Research Centre,"Plot No 38/39, Opp. Copper Chimney, Opp Juhu Supreme shopping centre,main gulmohar road, JVPD scheme,andheri",Mumbai
Criticare Multispecialty Hospital & Research Center,"CTS 516, Telly Gally, Near SBI SME Branch, Andheri (E)",Mumbai
Criticare Superspeciality Hospital,"Opp: Nitin Company, E E Highway, Thane (W)",Mumbai
Crystal Care Hospitals,Asangaon Shahapur Dist.Thane,Mumbai
Crystal Hospital Ltd,"Wamanrao Sawant Road, Near Ram Krishna Hotel, Maratha Colony, Dahisar (E)",Mumbai
Cuddles N Cure Children Hospital,"1st Floor, Janam Ashish Bldg, DD Road, Opp Mukhi Raj Hospital- Mulund (W)",Mumbai
Currae Gynaec Ivf Birthing Hospital - Patni Healthcare Ltd,"Rosa Vista Building, Opp Suraj Water Park,Ghodbunder Road, Thane",Mumbai
Currae Speciality Hospital ( Unit Of Patni Healthcare),"Near Big Bazar, Kapurbhudi Junction Thane (W)",Mumbai
Dalvi Nursing Home,"Aditya Heritage Apartments Frist Floor Shop 1Bv.N Puran Marg, Chunabhatti(E)",Mumbai
Dandekar Hospital,"B-135, Kasturi Plaza, Manpada Road, Dombivali (E)",Mumbai
Dandekar Hospital Panvel,"1st floor, Commercial premises, Vasant kunj Hsg. Society, Dr Ambedkar Road",Mumbai
Dattatreya Nursing Home,"Opposite Bandhutva CHS, Datta Mandir Road, Near Patuck College, Vakola Bridge,",Mumbai
Deepak Orthopedic & General Hospital,"Holy Complex, Near Sai Petrol Pump, Opposite White House Hotel, Mira-Bhayandar Road, Mira Road (E), Thane",Mumbai
Dhanashri Hospital,"Sidhivinayak Tower, Natakwala Lane, Near Collector Office, Borivali (W)",Mumbai
Dhange Hospital,"29, Thana Road, Near Mandai, Auto Stand, Bhiwandi, Thane",Mumbai
Dhanvantari Hospital,"Lal Chakki Chowk, Station Road, Ulhasnagar",Mumbai
Dhanvantari Hospital,"Radha Govind park, Near Police Station Bhayander West",Mumbai
Dhanvantri Hospital Pvt Ltd,"Thakkar Plaza, Ground Floor, Opp:Swami Vivekanand, Badlapur (E)",Mumbai
Dhanwantary Hospital & Iccu,"545, Netaji Subhash Rd Mulund (W)",Mumbai
Disha Diabetes & Kidney Care Hospital,"2Nd Floor, Sonal Business Park, Above Mc Donald'S Restaurant, Gharda Circle, Dombivli East",Mumbai
Disha Nursing Home,"A Wing, Amul Commercial Premises,1st Road, Chembur(E), Mumbai",Mumbai
Disha Nursing Home Pvt Ltd,"Om Shree Saidham CHS, Jamblipada, Asalpha Village, A-Link Road, Ghatkopar(W)",Mumbai
Divine Multispeciality Hospital,"Plot no 21, Sector 6, Navi mumbai",Mumbai
Dna Multispeciality Hospital,Whispering palms shopping center lokhandwals township next to lokhandwala sales office akurli road,Mumbai
Dr Agarwals Healthcare Ltd,"Diwadkar Commercial Complex,CTS No-2878-A,2nd floor, Shivaji Chowk, Agra Road, Kalyan West",Mumbai
Dr Amar Karkhanis Superspeciality Hospital,"Soham Plaza, Tikuji Ni Wadi Rd, Manpada Flyover, Manpada, Thane West, Thane, Maharashtra 400607",Mumbai
Dr Aphale Eye Hospital,B Wing 2nd Floor Thakkar House Castle Mill,Mumbai
Dr Balabhai Nanavati Hospital,S V Road Ville Parle (W),Mumbai
Dr Bhanushali Hospital,Kaushalya Shivaji Path,Mumbai
Dr Bhatia Multispecilaity Hospital,"Shraddha Bhandup Village Road, Bhandup (W)",Mumbai
Dr Bhatias Ruby Hospital,"1st Floor, Arunoday Tower, SPS Marg, Kokannagar",Mumbai
Dr Bothras Hospital,"Ramkrishna Apartments, Gadhav Naka, Bhandup (W)",Mumbai
Dr C B Vaidya Memorial Hospital,"Opp City Post Office, Tilak Chowk, Kalyan (W)",Mumbai
Dr Choudhary Stone & Multispeciality Hospital,"Rainbow Society, F7, B2+C1 , Sector, 10, vashi Navi Mumbai",Mumbai
Dr D Y Patil Hospital and Research Centre,"Sector 5, Dr D Y Patil Vidyanagar",Mumbai
Dr Das Hospital & Iccu,"2/3/4th Floor, Gagangiri, 18th Road(Near Dr Ambedkar Garden)",Mumbai
